"","BPS_ID","EVT_ID","freq","acres","BPS_NAME","bps_acres","EVT_NAME","evt_acres"
"225",1960,9315,12,3,"BPS  Central Interior and Appalachian Swamp Systems",112,"EVT  Northern & Central Native Ruderal Forest",166
"226",1960,9817,1,0,"BPS  Central Interior and Appalachian Swamp Systems",112,"EVT  Northern & Central Ruderal Meadow",70
"227",1962,7377,2,0,"BPS  Laurentian-Acadian Shrub-Herbaceous Wetland Systems",2,"EVT  Central Appalachian Pine Rocky Woodland",1140
"228",1962,7556,1,0,"BPS  Laurentian-Acadian Shrub-Herbaceous Wetland Systems",2,"EVT  Central Appalachian Oak Rocky Woodland",3081
"229",1962,7557,2,0,"BPS  Laurentian-Acadian Shrub-Herbaceous Wetland Systems",2,"EVT  Central Appalachian Pine-Oak Rocky Woodland",7138
"230",1962,7974,1,0,"BPS  Laurentian-Acadian Shrub-Herbaceous Wetland Systems",2,"EVT  Eastern Cool Temperate Row Crop",4
"231",1962,9177,2,0,"BPS  Laurentian-Acadian Shrub-Herbaceous Wetland Systems",2,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",370
"232",1964,7299,1,0,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  Developed-Roads",123
"233",1964,7303,2,0,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  Northeastern Interior Dry-Mesic Oak Forest",4134
"234",1964,7377,12,3,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  Central Appalachian Pine Rocky Woodland",1140
"235",1964,7463,1,0,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  Central Appalachian Dry Oak Forest",1870
"236",1964,7511,3,1,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  Appalachian Northern Hardwood Forest",1060
"237",1964,7556,6,1,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  Central Appalachian Oak Rocky Woodland",3081
"238",1964,7557,32,7,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  Central Appalachian Pine-Oak Rocky Woodland",7138
"239",1964,7906,1,0,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  Eastern Cool Temperate Urban Evergreen Forest",11
"240",1964,7970,1,0,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  Eastern Cool Temperate Orchard",5
"241",1964,9174,1,0,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  North-Central Appalachian Acidic Swamp",87
"242",1964,9177,41,9,"BPS  Laurentian-Acadian Swamp Systems",22,"EVT  North-Central Interior and Appalachian Acidic Peatland Woodland",370
